name,lat,lng,type,region,base_lake
Dead Stream Pond,45.4428092,-69.914076,Water,USA_Maine,Moosehead Lake
Spring Lake,43.7892181,-88.4047873,Water,USA_Wisconsin,Lake Winnebago
Pine Lake,43.7864193,-88.4044366,Water,USA_Wisconsin,Lake Winnebago
Butterfly Pond,44.1689,-88.291983,Water,USA_Wisconsin,Lake Winnebago
Wolf Lake,43.8643963,-88.2079705,Lake,USA_Wisconsin,Lake Winnebago
Palisades Pond Lake,44.1728526,-88.2800505,Water,USA_Wisconsin,Lake Winnebago
Parkwood Neighborhood Pond,43.9556941,-88.6170056,Water,USA_Wisconsin,Lake Winnebago
Sharon Lake,43.9840536,-88.5733467,Water,USA_Wisconsin,Lake Winnebago
Fritsch Park Bioretention Pond,44.2248302,-88.4110867,Water,USA_Wisconsin,Lake Winnebago
Wyldewood Pond,44.0203636,-88.5991281,Water,USA_Wisconsin,Lake Winnebago
Sharon Lake,43.9837031,-88.5734173,Water,USA_Wisconsin,Lake Winnebago
Chilton Millpond 75,44.0255944,-88.166883,Reservoir,USA_Wisconsin,Lake Winnebago
Palisades Pond Lake,44.1742172,-88.2773006,Water,USA_Wisconsin,Lake Winnebago
Water Hazard,44.0548125,-88.1898147,Water,USA_Wisconsin,Lake Winnebago
Water hazard,44.0562496,-88.1906283,Water,USA_Wisconsin,Lake Winnebago
Bartz Pond,44.2106928,-88.4153736,Water,USA_Wisconsin,Lake Winnebago
Lopas Pond,44.2074385,-88.4230208,Water,USA_Wisconsin,Lake Winnebago
Hayton Pond 104,44.0238205,-88.122568,Reservoir,USA_Wisconsin,Lake Winnebago
Lake Winnebago,44.0012372,-88.415814,Lake,USA_Wisconsin,Lake Winnebago
Lake Butte des Morts,44.0727818,-88.6403882,Lake,USA_Wisconsin,Lake Winnebago
Little Lake Butte des Morts,44.21606,-88.4589783,Reservoir,USA_Wisconsin,Lake Winnebago
Lake Louisa,43.9842794,-88.5716188,Water,USA_Wisconsin,Lake Winnebago
Lake Fly,43.9826094,-88.5719086,Water,USA_Wisconsin,Lake Winnebago
Goose Lake,42.9800539,-89.5385668,Lake,USA_Wisconsin,Lake Mendota
Swan Pond,42.9439363,-89.4358802,Water,USA_Wisconsin,Lake Mendota
Lake Harriett,42.926614,-89.4479003,Water,USA_Wisconsin,Lake Mendota
Goose Lake,43.0014735,-89.4880061,Water,USA_Wisconsin,Lake Mendota
Graber Pond,43.1193255,-89.5074466,Water,USA_Wisconsin,Lake Mendota
Silent Street Pond,42.9966853,-89.5297898,Water,USA_Wisconsin,Lake Mendota
Stricker's Pond,43.0867525,-89.5097163,Water,USA_Wisconsin,Lake Mendota
Tiedeman Pond,43.0905522,-89.5040278,Water,USA_Wisconsin,Lake Mendota
Esser Pond,43.0928982,-89.5226746,Water,USA_Wisconsin,Lake Mendota
Barney Lake,42.9467301,-89.409531,Lake,USA_Wisconsin,Lake Mendota
Dunn's Marsh,43.0233653,-89.4530912,Water,USA_Wisconsin,Lake Mendota
Arrowhead East Pond,43.0238388,-89.4622476,Water,USA_Wisconsin,Lake Mendota
Arrowhead West Pond,43.0231921,-89.464138,Water,USA_Wisconsin,Lake Mendota
Commerce Park Pond,43.0122438,-89.4694514,Water,USA_Wisconsin,Lake Mendota
Stone Ridge Pond,42.9211457,-89.3970722,Water,USA_Wisconsin,Lake Mendota
Odana Pond,43.0455737,-89.4667166,Water,USA_Wisconsin,Lake Mendota
Confluence Pond,43.1038311,-89.5210292,Water,USA_Wisconsin,Lake Mendota
Sunfish Pond,43.2167866,-89.3507137,Water,USA_Wisconsin,Lake Mendota
Farwest Retention Basin,43.0590057,-89.4998759,Water,USA_Wisconsin,Lake Mendota
American Family Pond,43.1568014,-89.2912671,Water,USA_Wisconsin,Lake Mendota
Lost Lake,43.1211859,-89.4555498,Water,USA_Wisconsin,Lake Mendota
Villa De Medici Lagoon,43.1133308,-89.4689049,Water,USA_Wisconsin,Lake Mendota
Indian Lake,43.189881,-89.6287136,Lake,USA_Wisconsin,Lake Mendota
Shoveler's Sink,43.0631007,-89.6050368,Water,USA_Wisconsin,Lake Mendota
Lake Katherine,43.0934663,-89.626799,Lake,USA_Wisconsin,Lake Mendota
Brandenburg Lake,43.195013,-89.5919866,Lake,USA_Wisconsin,Lake Mendota
Brazee Lake,43.2001921,-89.1820287,Lake,USA_Wisconsin,Lake Mendota
Lake Windsor,43.2053439,-89.3447061,Water,USA_Wisconsin,Lake Mendota
Paradise Pond,42.9224559,-89.2464011,Water,USA_Wisconsin,Lake Mendota
marshy area,43.0179325,-89.5346813,Water,USA_Wisconsin,Lake Mendota
Business Park Pond B,43.0108878,-89.4582501,Water,USA_Wisconsin,Lake Mendota
Autumn Pond,43.1312027,-89.5940607,Water,USA_Wisconsin,Lake Mendota
Fishing Pond,42.9764691,-89.2190213,Water,USA_Wisconsin,Lake Mendota
Business Park Pond A,43.0089956,-89.460334,Water,USA_Wisconsin,Lake Mendota
Salmo Pond,43.1192085,-89.6914859,Water,USA_Wisconsin,Lake Mendota
Epic Pond,42.9956314,-89.5681505,Water,USA_Wisconsin,Lake Mendota
Yahara River,43.0903211,-89.3623115,Water,USA_Wisconsin,Lake Mendota
Hagenah Fountain,43.0753916,-89.3989986,Water,USA_Wisconsin,Lake Mendota
Badger Prairie Pond,42.998663,-89.5272696,Water,USA_Wisconsin,Lake Mendota
Whalen Pond,42.9773362,-89.5253499,Water,USA_Wisconsin,Lake Mendota
Wetland Koi,43.0586705,-89.4106304,Water,USA_Wisconsin,Lake Mendota
Soccer Pond,43.0019685,-89.5260222,Water,USA_Wisconsin,Lake Mendota
Seminole Village Pond,43.0169124,-89.4548025,Water,USA_Wisconsin,Lake Mendota
Westview Ridge Park Pond,42.9116462,-89.2434684,Water,USA_Wisconsin,Lake Mendota
Spring Trail Pond,43.049993,-89.4364514,Water,USA_Wisconsin,Lake Mendota
Curtis Pond,43.0371141,-89.433479,Water,USA_Wisconsin,Lake Mendota
Teal Pond,43.0408135,-89.424242,Water,USA_Wisconsin,Lake Mendota
Pond 2,43.03891,-89.424502,Water,USA_Wisconsin,Lake Mendota
Stevens Pond,43.0488156,-89.4367422,Water,USA_Wisconsin,Lake Mendota
Coyote Pond,43.0374286,-89.4289878,Water,USA_Wisconsin,Lake Mendota
Epic Waterfall Pond,42.9927908,-89.5675427,Water,USA_Wisconsin,Lake Mendota
Harlan Hills East Pond,43.0250169,-89.4388003,Water,USA_Wisconsin,Lake Mendota
Harlan Hills West Pond,43.0240789,-89.4479547,Water,USA_Wisconsin,Lake Mendota
Seminole Hills Pond,43.0221158,-89.4490395,Water,USA_Wisconsin,Lake Mendota
North Pond,43.0119844,-89.431336,Water,USA_Wisconsin,Lake Mendota
South Pond,43.0100896,-89.4314884,Water,USA_Wisconsin,Lake Mendota
Northwest Pond,43.0124384,-89.4329707,Water,USA_Wisconsin,Lake Mendota
Village Center Pond,43.1872042,-89.4500673,Water,USA_Wisconsin,Lake Mendota
Six Mile Creek Rearing Pond,43.1510495,-89.4404981,Water,USA_Wisconsin,Lake Mendota
Sixmile Creek,43.1435534,-89.431012,Water,USA_Wisconsin,Lake Mendota
Lake Melvin,43.2513754,-89.4972662,Water,USA_Wisconsin,Lake Mendota
Barbian Pond,43.2005861,-89.516179,Water,USA_Wisconsin,Lake Mendota
Diedrich Pond,43.2005745,-89.5557591,Water,USA_Wisconsin,Lake Mendota
Pheasant Branch Creek,43.1054081,-89.4828405,Water,USA_Wisconsin,Lake Mendota
Cherrywood Pond,43.0563699,-89.5930347,Water,USA_Wisconsin,Lake Mendota
Máquina,43.0726883,-89.4103381,Water,USA_Wisconsin,Lake Mendota
Coyle Pond,43.0562743,-89.6039416,Water,USA_Wisconsin,Lake Mendota
Edgewdood Pond,43.0584179,-89.4225594,Water,USA_Wisconsin,Lake Mendota
Autumn Lake,43.1278849,-89.2803769,Water,USA_Wisconsin,Lake Mendota
Secret Pond,43.0476886,-89.4377946,Water,USA_Wisconsin,Lake Mendota
Valley View Pond,43.0257627,-89.4094076,Water,USA_Wisconsin,Lake Mendota
Ashbourne Pond,43.0223606,-89.4330062,Water,USA_Wisconsin,Lake Mendota
Bosshard Pond,43.0163691,-89.4410122,Water,USA_Wisconsin,Lake Mendota
Apache Pond,43.0260324,-89.4524207,Water,USA_Wisconsin,Lake Mendota
Longford Pond,43.0209868,-89.4291853,Water,USA_Wisconsin,Lake Mendota
Verona Nature Center Pond,42.9973083,-89.540769,Water,USA_Wisconsin,Lake Mendota
Leeward Pond,42.9161316,-89.3945303,Water,USA_Wisconsin,Lake Mendota
Morse Pond,43.02002,-89.5345719,Water,USA_Wisconsin,Lake Mendota
Seminole Glen Pond,43.0105621,-89.4542719,Water,USA_Wisconsin,Lake Mendota
Longford Pond,43.0210912,-89.4286725,Water,USA_Wisconsin,Lake Mendota
17th Street Canal,29.9805906,-90.1246745,Water,USA_Louisiana,Lake Pontchartrain
Jazz Lake,30.0510984,-89.936555,Water,USA_Louisiana,Lake Pontchartrain
Lagoon Number 2,30.0360859,-89.9213121,Lake,USA_Louisiana,Lake Pontchartrain
Spring Lake,30.0294326,-90.0056392,Water,USA_Louisiana,Lake Pontchartrain
Lake Kenilworth,30.0290577,-90.0097636,Water,USA_Louisiana,Lake Pontchartrain
Westlake,30.0238152,-90.0088585,Water,USA_Louisiana,Lake Pontchartrain
Willow Lake,30.031809,-89.9990018,Water,USA_Louisiana,Lake Pontchartrain
Savanna Lake,30.3590792,-90.0296796,Water,USA_Louisiana,Lake Pontchartrain
Bayou Laurier,30.2711123,-89.9575901,Water,USA_Louisiana,Lake Pontchartrain
First Canal,30.2730321,-90.3405113,Water,USA_Louisiana,Lake Pontchartrain
Lake Michoud,30.0597571,-89.9195769,Lake,USA_Louisiana,Lake Pontchartrain
Black Bayou Lagoon,30.1092316,-89.9050161,Water,USA_Louisiana,Lake Pontchartrain
Lake Barrington,30.0392856,-89.9636374,Water,USA_Louisiana,Lake Pontchartrain
Lake Carmel,30.0527098,-89.9581267,Water,USA_Louisiana,Lake Pontchartrain
Little Lake,29.9902807,-90.0944029,Lake,USA_Louisiana,Lake Pontchartrain
Lake Bullard,30.0352918,-89.9544698,Water,USA_Louisiana,Lake Pontchartrain
Lake Barrington,30.0452361,-89.9679482,Water,USA_Louisiana,Lake Pontchartrain
Bayou Michoud,30.0395678,-89.9248799,Lake,USA_Louisiana,Lake Pontchartrain
Gannon Canal,30.0554639,-89.9529136,Water,USA_Louisiana,Lake Pontchartrain
Gannon Canal,30.0476289,-89.9462733,Water,USA_Louisiana,Lake Pontchartrain
Orleans Avenue Canal,30.0111933,-90.0989553,Water,USA_Louisiana,Lake Pontchartrain
Popp Fountain,29.9955607,-90.0985687,Water,USA_Louisiana,Lake Pontchartrain
The Prairie,30.252614,-90.3562871,Lake,USA_Louisiana,Lake Pontchartrain
Metairie Outfall Canal,30.0049434,-90.1228235,Water,USA_Louisiana,Lake Pontchartrain
London Avenue Canal,30.0096021,-90.0710494,Water,USA_Louisiana,Lake Pontchartrain
Lift Station,30.0352108,-90.2760009,Water,USA_Louisiana,Lake Pontchartrain
Bayou Bonfouca,30.285858,-89.824729,Water,USA_Louisiana,Lake Pontchartrain
Bayou Lacombe,30.334253,-89.917933,Water,USA_Louisiana,Lake Pontchartrain
Tangipahoa River,30.7307944,-90.3779387,Water,USA_Louisiana,Lake Pontchartrain
Bayou Des Mats,30.2979644,-89.9794694,Water,USA_Louisiana,Lake Pontchartrain
Lake Pontchartrain,30.2049899,-90.0888877,Lake,USA_Louisiana,Lake Pontchartrain
Bayou Metairie,29.98577,-90.0956889,Lake,USA_Louisiana,Lake Pontchartrain
Blind Lagoon,30.0773157,-89.8789158,Water,USA_Louisiana,Lake Pontchartrain
Lake Okeechobee,26.9441781,-80.858633,Lake,USA_Florida,Lake Okeechobee
Great Bear Lake,65.9140639,-121.2971625,Lake,Canada_Arctic,Great Bear Lake
Great Slave Lake,61.8932826,-112.8502557,Lake,Canada_Arctic,Great Slave Lake
McBeth Lake,52.1028651,-97.5633292,Lake,Canada_Manitoba,Lake Winnipeg
Lake Winnipeg,52.1189617,-97.7644856,Lake,Canada_Manitoba,Lake Winnipeg
Catfish Creek,52.1400084,-97.0071596,Water,Canada_Manitoba,Lake Winnipeg
Pigeon River,52.233627,-96.9830321,Water,Canada_Manitoba,Lake Winnipeg
Archibald Lake,59.015,-108.57125,Lake,Canada_Saskatchewan,Lake Athabasca
Atchison Lake,58.844,-108.861,Lake,Canada_Saskatchewan,Lake Athabasca
Cantara Lake,59.1158073,-108.9329614,Lake,Canada_Saskatchewan,Lake Athabasca
Lake Athabasca,59.1095953,-108.4978614,Lake,Canada_Saskatchewan,Lake Athabasca
Reindeer Lake,57.1876683,-102.3972499,Lake,Canada_Saskatchewan,Reindeer Lake
McRae Lake,50.9763269,-98.6871129,Lake,Canada_Manitoba,Lake Manitoba
Telegraph Lake,50.9601893,-98.5153004,Lake,Canada_Manitoba,Lake Manitoba
Star Lake,50.9004463,-98.464578,Lake,Canada_Manitoba,Lake Manitoba
Monkman Lake,50.9725112,-98.4598366,Lake,Canada_Manitoba,Lake Manitoba
Star Lake,50.9104751,-98.458355,Lake,Canada_Manitoba,Lake Manitoba
Elk Lake,50.9803316,-98.2930762,Lake,Canada_Manitoba,Lake Manitoba
Little Dog Lake,50.9305077,-98.2058773,Lake,Canada_Manitoba,Lake Manitoba
Round Lake,50.9528673,-98.185897,Lake,Canada_Manitoba,Lake Manitoba
Nina Lake,51.0572169,-98.6845267,Water,Canada_Manitoba,Lake Manitoba
Twin Lakes,51.0538745,-98.1632981,Water,Canada_Manitoba,Lake Manitoba
Twin Lakes,51.0486281,-98.1610667,Water,Canada_Manitoba,Lake Manitoba
Dufault Lake,50.9740388,-98.4030261,Lake,Canada_Manitoba,Lake Manitoba
Pine Lake,50.8888075,-98.3107102,Lake,Canada_Manitoba,Lake Manitoba
Ebb and Flow Lake,51.0533783,-98.935681,Lake,Canada_Manitoba,Lake Manitoba
Lake Manitoba,50.9959808,-98.7615223,Lake,Canada_Manitoba,Lake Manitoba
Steamboat Reef,49.5551103,-94.3880154,Water,Canada_Ontario,Lake of the Woods
Barras Lake,49.3732552,-94.4131445,Water,Canada_Ontario,Lake of the Woods
Barras Lake,49.3723239,-94.3932542,Water,Canada_Ontario,Lake of the Woods
Query Lake,49.3600784,-94.4322497,Water,Canada_Ontario,Lake of the Woods
Brocket Lake,49.6083434,-94.6684136,Water,Canada_Ontario,Lake of the Woods
Douglas Lake,49.588796,-94.7355701,Water,Canada_Ontario,Lake of the Woods
Nola Lake,49.6088286,-94.6937981,Water,Canada_Ontario,Lake of the Woods
Patricia Lake,49.6004906,-94.7187601,Water,Canada_Ontario,Lake of the Woods
Shoal Lake,49.5846829,-94.7498779,Water,Canada_Ontario,Lake of the Woods
Seager Lake,49.5689574,-94.800785,Water,Canada_Ontario,Lake of the Woods
Lake of the Woods,49.3016216,-94.5927016,Lake,Canada_Ontario,Lake of the Woods
Carstens Lake,49.355248,-94.3895594,Water,Canada_Ontario,Lake of the Woods
Shoal Lake,49.5469348,-94.9748982,Lake,Canada_Ontario,Lake of the Woods
Arrow Lake,49.3199831,-94.4374791,Water,Canada_Ontario,Lake of the Woods
Fox Lake,49.618961,-94.7012872,Water,Canada_Ontario,Lake of the Woods
Hatmaker Lake,49.594592,-94.6813176,Water,Canada_Ontario,Lake of the Woods
Joyce Lake,49.5960328,-94.7102445,Water,Canada_Ontario,Lake of the Woods
Lily Lake,49.6253559,-94.6304076,Water,Canada_Ontario,Lake of the Woods
Line Lake,49.5657516,-94.7499092,Water,Canada_Ontario,Lake of the Woods
Parth Lake,49.6228164,-94.6596525,Water,Canada_Ontario,Lake of the Woods
Little Dawson Lake,49.7266892,-87.986004,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.7682128,-87.9561742,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.7606163,-87.9617953,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.752082,-87.9733716,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.7592209,-87.9726758,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.7555111,-87.996022,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.770868,-87.9637372,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.781112,-87.9610455,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.7602829,-87.9777768,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.7642667,-87.9688591,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.7725393,-87.9560538,Water,Canada_Ontario,Lake Nipigon
Littlelake River,49.7703445,-87.9709479,Water,Canada_Ontario,Lake Nipigon
Tyrol River,49.8094841,-87.9636233,Water,Canada_Ontario,Lake Nipigon
Tyrol River,49.8048396,-87.9534872,Water,Canada_Ontario,Lake Nipigon
Teapot Lake,49.6078664,-88.3954744,Lake,Canada_Ontario,Lake Nipigon
Big Dawson Lake,49.7279697,-88.0067585,Water,Canada_Ontario,Lake Nipigon
Dragonfly Lake,49.6704808,-88.0345792,Lake,Canada_Ontario,Lake Nipigon
Lake Nipigon,49.8007349,-88.5501925,Lake,Canada_Ontario,Lake Nipigon
Hawkins Lake,49.7342678,-87.9724657,Water,Canada_Ontario,Lake Nipigon
Namewaminikan River,49.7166045,-87.9100476,Water,Canada_Ontario,Lake Nipigon
North Wind Lake,49.8457987,-87.9609614,Water,Canada_Ontario,Lake Nipigon
Tyrol Lake,49.7950335,-87.9127933,Water,Canada_Ontario,Lake Nipigon
Paddy's Lake,49.6524315,-88.4097289,Lake,Canada_Ontario,Lake Nipigon
Rea Lake,49.6647859,-88.380005,Lake,Canada_Ontario,Lake Nipigon
Vanooyen Lake,49.6655102,-88.3994925,Lake,Canada_Ontario,Lake Nipigon
Black River,44.286368,-79.3482436,Water,Canada_Ontario,Lake Simcoe
Pefferlaw Brook,44.2536774,-79.1990561,Water,Canada_Ontario,Lake Simcoe
The Lagoon,44.3233464,-79.3119939,Water,Canada_Ontario,Lake Simcoe
Pefferlaw Brook,44.2481364,-79.1989773,Water,Canada_Ontario,Lake Simcoe
Kelly Lake,44.5746029,-79.1592481,Water,Canada_Ontario,Lake Simcoe
Talbot River,44.4897712,-79.1554225,Water,Canada_Ontario,Lake Simcoe
Water Pump,44.3183688,-79.3917272,Water,Canada_Ontario,Lake Simcoe
Mud Lake,44.1983949,-79.2037237,Lake,Canada_Ontario,Lake Simcoe
Canal Lake,44.5477128,-79.0599914,Lake,Canada_Ontario,Lake Simcoe
Lagoon,44.5478525,-79.2064502,Water,Canada_Ontario,Lake Simcoe
Dalrymple Lake,44.6394049,-79.1237406,Water,Canada_Ontario,Lake Simcoe
Beaver River,44.3416409,-79.0983684,Water,Canada_Ontario,Lake Simcoe
Lake Couchiching,44.6773271,-79.3717759,Water,Canada_Ontario,Lake Simcoe
Lake Simcoe,44.3980358,-79.4231481,Lake,Canada_Ontario,Lake Simcoe
Maskinonge River,44.2294675,-79.4536762,Water,Canada_Ontario,Lake Simcoe
Pefferlaw River,44.3217277,-79.2096519,Water,Canada_Ontario,Lake Simcoe
Paint Pots,51.1705415,-116.1586163,Water,Canada_Alberta,Moraine Lake
Paint Pots,51.1706975,-116.1588915,Water,Canada_Alberta,Moraine Lake
Paint Pots,51.1703757,-116.1586918,Water,Canada_Alberta,Moraine Lake
Arnica Lake,51.2220583,-115.9985734,Lake,Canada_Alberta,Moraine Lake
Lower Twin Lake,51.2025049,-115.9814605,Lake,Canada_Alberta,Moraine Lake
Shadow Lake,51.1602248,-115.9681238,Lake,Canada_Alberta,Moraine Lake
Smith Lake,51.2495122,-115.9254215,Lake,Canada_Alberta,Moraine Lake
Upper Twin Lake,51.212475,-115.9848519,Lake,Canada_Alberta,Moraine Lake
Ice River,51.2281975,-116.4764376,Water,Canada_Alberta,Moraine Lake
Ice River,51.203503,-116.4603566,Water,Canada_Alberta,Moraine Lake
Numa Creek,51.1401222,-116.1497167,Water,Canada_Alberta,Moraine Lake
Vermilion River,51.127389,-116.1256944,Water,Canada_Alberta,Moraine Lake
Vermilion River,51.1559654,-116.1444462,Water,Canada_Alberta,Moraine Lake
Arnica Lake,51.220708,-116.0001508,Lake,Canada_Alberta,Moraine Lake
Vermilion River,51.1258491,-116.1233902,Water,Canada_Alberta,Moraine Lake
Numa Creek,51.117144,-116.1782358,Water,Canada_Alberta,Moraine Lake
Vermilion River,51.09375,-116.0761625,Water,Canada_Alberta,Moraine Lake
Whitemans Pond,51.0674771,-115.4130392,Reservoir,Canada_Alberta,Lake Minnewanka
Johnson Lake,51.1965166,-115.4835189,Lake,Canada_Alberta,Lake Minnewanka
Two Jack Lake,51.2287676,-115.4947389,Lake,Canada_Alberta,Lake Minnewanka
Canmore Pond,51.0918093,-115.3620412,Lake,Canada_Alberta,Lake Minnewanka
McGillivray Pond,51.0530794,-115.1967524,Lake,Canada_Alberta,Lake Minnewanka
Grotto Mountain Pond,51.0659074,-115.2021271,Lake,Canada_Alberta,Lake Minnewanka
Gap Lake,51.0546456,-115.233425,Lake,Canada_Alberta,Lake Minnewanka
Quarry Lake,51.0748096,-115.3728715,Lake,Canada_Alberta,Lake Minnewanka
Canmore Sulphur Pond,51.0706233,-115.3500717,Water,Canada_Alberta,Lake Minnewanka
Lower Grassi Lake,51.0727483,-115.4058345,Lake,Canada_Alberta,Lake Minnewanka
Upper Grassi Lake,51.0723875,-115.4067661,Lake,Canada_Alberta,Lake Minnewanka
Three SIsters Creek,51.0573667,-115.3333793,Water,Canada_Alberta,Lake Minnewanka
Spring Creek,51.0878077,-115.3561603,Water,Canada_Alberta,Lake Minnewanka
Brokenleg Lake,51.1838686,-115.0672519,Lake,Canada_Alberta,Lake Minnewanka
Stenton Lake,51.1764803,-115.2835889,Lake,Canada_Alberta,Lake Minnewanka
Margaret Lake,51.401704,-115.1850921,Lake,Canada_Alberta,Lake Minnewanka
Underground Reservoir,51.182041,-115.5508516,Reservoir,Canada_Alberta,Lake Minnewanka
Elk Lake,51.2885074,-115.6560812,Lake,Canada_Alberta,Lake Minnewanka
Dog Pond,51.076376,-115.3801232,Water,Canada_Alberta,Lake Minnewanka
40 Mile Creek,51.1829882,-115.5879897,Water,Canada_Alberta,Lake Minnewanka
Echo Creek,51.1802435,-115.5825398,Water,Canada_Alberta,Lake Minnewanka
Echo Creek,51.1822455,-115.5897312,Water,Canada_Alberta,Lake Minnewanka
Spray River,51.163264,-115.5572435,Water,Canada_Alberta,Lake Minnewanka
Policeman's Creek,51.0872168,-115.3514972,Water,Canada_Alberta,Lake Minnewanka
Basin Pool,51.1688406,-115.5915296,Water,Canada_Alberta,Lake Minnewanka
Billy's Pond,51.1685277,-115.5908196,Water,Canada_Alberta,Lake Minnewanka
Canmore Creek,51.0773319,-115.3928633,Water,Canada_Alberta,Lake Minnewanka
Policeman's Creek,51.1013888,-115.3707318,Water,Canada_Alberta,Lake Minnewanka
Cascade Canal,51.2142018,-115.4991925,Water,Canada_Alberta,Lake Minnewanka
Cascade Ponds,51.2129585,-115.5308634,Lake,Canada_Alberta,Lake Minnewanka
Bow River,51.052842,-115.2704693,Water,Canada_Alberta,Lake Minnewanka
Lake Minnewanka,51.2562607,-115.3758678,Lake,Canada_Alberta,Lake Minnewanka
Lac des Arcs,51.0564975,-115.1845665,Lake,Canada_Alberta,Lake Minnewanka
Bow River,51.2275613,-115.7922856,Water,Canada_Alberta,Lake Minnewanka
Bow River,51.1271841,-115.4435498,Water,Canada_Alberta,Lake Minnewanka
Rundle Forebay,51.081454,-115.3906746,Reservoir,Canada_Alberta,Lake Minnewanka
